Olivier Giroud	FW	France	Chelsea
Kylian Mbappé	FW	France	Paris Saint-Germain
Ousmane Dembélé	FW	France	Barcelona
Corentin Tolisso	MF	France	Bayern Munich
N'Golo Kanté	MF	France	Chelsea
Adrien Rabiot	MF	France	Juventus
Kurt Zouma	DF	France	Chelsea
Steve Mandanda	GK	France	Marseille
Moussa Sissoko	MF	France	Tottenham Hotspur
Lucas Digne	DF	France	Everton
Karim Benzema	FW	France	Real Madrid
Kingsley Coman	FW	France	Bayern Munich
Lucas Hernandez	DF	France	Bayern Munich
Wissam Ben Yedder	FW	France	Monaco
Mike Maignan	GK	France	Lille
Léo Dubois	DF	France	Lyon
Jules Koundé	DF	France	Sevilla
Marcus Thuram	FW	France	Borussia Mönchengladbach
Player	Pos.	Germany	Club
Manuel Neuer (captain)	GK	Germany	Bayern Munich
Antonio Rüdiger	DF	Germany	Chelsea
Marcel Halstenberg	DF	Germany	RB Leipzig
Matthias Ginter	DF	Germany	Borussia Mönchengladbach
Mats Hummels	DF	Germany	Borussia Dortmund
Joshua Kimmich	MF	Germany	Bayern Munich
Kai Havertz	MF	Germany	Chelsea
Toni Kroos	MF	Germany	Real Madrid
Kevin Volland	FW	Germany	Monaco
Serge Gnabry	FW	Germany	Bayern Munich
Timo Werner	FW	Germany	Chelsea
Bernd Leno	GK	Germany	Arsenal
Jonas Hofmann	MF	Germany	Borussia Mönchengladbach
Jamal Musiala	MF	Germany	Bayern Munich
Niklas Süle	DF	Germany	Bayern Munich
Lukas Klostermann	DF	Germany	RB Leipzig
Florian Neuhaus	MF	Germany	Borussia Mönchengladbach
Leon Goretzka	MF	Germany	Bayern Munich
Leroy Sané	MF	Germany	Bayern Munich
Robin Gosens	DF	Germany	Atalanta
İlkay Gündoğan	MF	Germany	Manchester City
Kevin Trapp	GK	Germany	Eintracht Frankfurt
Emre Can	MF	Germany	Borussia Dortmund
Robin Koch	DF	Germany	Leeds United
Thomas Müller	MF	Germany	Bayern Munich
Christian Günter	DF	Germany	SC Freiburg
Player	Pos.	Hungary	Club
Péter Gulácsi	GK	Hungary	RB Leipzig
Ádám Bogdán	GK	Hungary	Ferencváros
Dénes Dibusz	GK	Hungary	Ferencváros
Balázs Tóth	GK	Hungary	Puskás Akadémia
Gergő Lovrencsics	DF	Hungary	Ferencváros
Ádám Lang	DF	Hungary	Omonia
Attila Fiola	DF	Hungary	Fehérvár
Willi Orbán	DF	Hungary	RB Leipzig
Attila Szalai	DF	Hungary	Fenerbahçe
Endre Botka	DF	Hungary	Ferencváros
Ákos Kecskés	DF	Hungary	Lugano
Bendegúz Bolla	DF	Hungary	Fehérvár
Csaba Spandler	DF	Hungary	Puskás Akadémia
Ádám Nagy	MF	Hungary	Bristol City
László Kleinheisler	MF	Hungary	Osijek
Filip Holender	MF	Hungary	Partizan
Dávid Sigér	MF	Hungary	Ferencváros
Dominik Szoboszlai	MF	Hungary	RB Leipzig
Loïc Négo	MF	Hungary	Fehérvár
Dániel Gazdag	MF	Hungary	Budapest Honvéd
András Schäfer	MF	Hungary	Dunajská Streda
Tamás Cseri	MF	Hungary	Mezőkövesd
Ádám Szalai (captain)	FW	Hungary	Mainz 05
Nemanja Nikolić	FW	Hungary	Fehérvár
Roland Sallai	FW	Hungary	SC Freiburg
Roland Varga	FW	Hungary	MTK Budapest
Kevin Varga	FW	Hungary	Kasımpaşa
János Hahn	FW	Hungary	Paks
Szabolcs Schön	FW	Hungary	FC Dallas
Player	Pos.	Portugal	Club
Rui Patrício	GK	Portugal	Wolverhampton Wanderers
Anthony Lopes	GK	Portugal	Lyon
Rui Silva	GK	Portugal	Granada
Pepe	DF	Portugal	Porto
José Fonte	DF	Portugal	Lille
Raphaël Guerreiro	DF	Portugal	Borussia Dortmund
Rúben Dias	DF	Portugal	Manchester City
João Cancelo	DF	Portugal	Manchester City
Nélson Semedo	DF	Portugal	Wolverhampton Wanderers
Nuno Mendes	DF	Portugal	Sporting CP
João Moutinho	MF	Portugal	Wolverhampton Wanderers
William Carvalho	MF	Portugal	Real Betis
Danilo Pereira	MF	Portugal	Paris Saint-Germain
Bruno Fernandes	MF	Portugal	Manchester United
Renato Sanches	MF	Portugal	Lille
Rúben Neves	MF	Portugal	Wolverhampton Wanderers
Sérgio Oliveira	MF	Portugal	Porto
João Palhinha	MF	Portugal	Sporting CP
Cristiano Ronaldo (captain)	FW	Portugal	Juventus
Bernardo Silva	FW	Portugal	Manchester City
André Silva	FW	Portugal	Eintracht Frankfurt
Gonçalo Guedes	FW	Portugal	Valencia
Rafa Silva	FW	Portugal	Benfica
João Félix	FW	Portugal	Atlético Madrid
Diogo Jota	FW	Portugal	Liverpool
Pedro Gonçalves	FW	Portugal	Sporting CP
